CustomerID,TotalSales_Sum,Avg_Transaction_Value,Total_Items,First_Purchase,Last_Purchase,Unique_Purchase_Days,Country,Total_Transactions,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Customer_Lifetime_Days,Avg_Days_Between_Orders
13319,10845.550000000001,22.784768907563027,476,2010-12-09 10:04:00,2011-12-04 13:34:00,25,United Kingdom,26,5,26,10845.550000000001,4,4,4,12,Champians,360,13.846153846153847
13320,1532.2,14.592380952380953,105,2011-05-10 10:29:00,2011-09-22 18:07:00,4,United Kingdom,4,78,4,1532.2,2,3,3,8,Potential Loyalists,135,33.75
13321,567.36,51.57818181818182,11,2011-09-14 15:18:00,2011-09-28 15:24:00,2,United Kingdom,2,72,2,567.36,2,2,2,6,At Risk,14,7.0
13322,199.48000000000002,7.9792000000000005,25,2011-11-22 14:21:00,2011-11-22 14:21:00,1,United Kingdom,1,17,1,199.48000000000002,4,1,1,6,At Risk,0,0.0
13323,787.85,37.516666666666666,21,2011-09-16 13:23:00,2011-12-06 17:12:00,5,United Kingdom,5,3,5,787.85,4,4,3,11,Champians,81,16.2
13324,7121.95,94.95933333333333,75,2010-12-14 09:50:00,2011-11-03 16:28:00,10,United Kingdom,10,36,10,7121.95,3,4,4,11,Champians,324,32.4
13325,675.3,56.275,12,2011-09-19 10:36:00,2011-09-19 10:36:00,1,United Kingdom,1,82,1,675.3,2,1,3,6,At Risk,0,0.0
13327,3627.77,33.59046296296296,108,2010-12-09 15:32:00,2011-11-01 10:21:00,8,United Kingdom,8,39,8,3627.77,3,4,4,11,Champians,326,40.75
13328,1308.48,76.96941176470588,17,2011-01-27 15:22:00,2011-01-27 15:22:00,1,United Kingdom,1,316,1,1308.48,1,1,3,5,At Risk,0,0.0
13329,789.0,46.411764705882355,17,2010-12-08 10:11:00,2011-11-08 10:29:00,2,United Kingdom,2,32,2,789.0,3,2,3,8,Potential Loyalists,335,167.5
13330,1140.93,21.526981132075473,53,2011-01-28 10:08:00,2011-09-08 12:27:00,3,United Kingdom,3,93,3,1140.93,2,3,3,8,Potential Loyalists,223,74.33333333333333
13332,350.9,16.70952380952381,21,2011-11-25 13:30:00,2011-11-25 13:30:00,1,United Kingdom,1,14,1,350.9,4,1,2,7,Potential Loyalists,0,0.0
13334,3502.32,13.216301886792454,265,2011-02-07 11:42:00,2011-09-18 15:21:00,3,United Kingdom,3,82,3,3502.32,2,3,4,9,Loyal Customers,223,74.33333333333333
13336,795.12,15.590588235294117,51,2011-09-23 14:05:00,2011-09-23 14:05:00,1,United Kingdom,1,77,1,795.12,2,1,3,6,At Risk,0,0.0
13338,487.02,25.632631578947368,19,2011-07-05 09:06:00,2011-07-05 09:06:00,1,United Kingdom,1,158,1,487.02,1,1,2,4,Cannot Lose,0,0.0
13339,860.12,15.928148148148148,54,2011-05-23 08:31:00,2011-05-23 08:31:00,1,United Kingdom,1,201,1,860.12,1,1,3,5,At Risk,0,0.0
13340,10736.48,80.12298507462687,134,2011-03-08 11:39:00,2011-10-25 13:15:00,7,United Kingdom,7,45,7,10736.48,3,4,4,11,Champians,231,33.0
13341,775.85,18.472619047619048,42,2011-03-24 09:50:00,2011-03-24 09:50:00,1,United Kingdom,1,261,1,775.85,1,1,3,5,At Risk,0,0.0
13343,353.43,18.60157894736842,19,2011-06-15 12:24:00,2011-06-15 12:24:00,1,United Kingdom,1,178,1,353.43,1,1,2,4,Cannot Lose,0,0.0
13344,2511.69,21.6525,116,2011-03-07 10:28:00,2011-10-03 09:45:00,3,United Kingdom,3,68,3,2511.69,2,3,4,9,Loyal Customers,209,69.66666666666667
13345,389.5,19.475,20,2011-02-25 09:01:00,2011-02-25 09:01:00,1,United Kingdom,1,288,1,389.5,1,1,2,4,Cannot Lose,0,0.0
13347,341.36,42.67,8,2011-09-30 13:28:00,2011-09-30 13:28:00,1,United Kingdom,1,70,1,341.36,2,1,2,5,At Risk,0,0.0
13348,233.76,16.697142857142858,14,2011-10-06 17:28:00,2011-10-06 17:28:00,1,United Kingdom,1,64,1,233.76,2,1,1,4,Cannot Lose,0,0.0
13349,247.32,15.4575,16,2011-11-29 08:07:00,2011-11-29 08:07:00,1,United Kingdom,1,11,1,247.32,4,1,1,6,At Risk,0,0.0
13350,979.12,24.478,40,2011-09-21 13:33:00,2011-11-23 16:33:00,2,United Kingdom,2,16,2,979.12,4,2,3,9,Loyal Customers,63,31.5
13351,373.94,23.37125,16,2011-10-04 12:55:00,2011-10-04 12:55:00,1,United Kingdom,1,66,1,373.94,2,1,2,5,At Risk,0,0.0
13352,397.97999999999996,16.5825,24,2011-10-10 13:55:00,2011-10-10 13:55:00,1,United Kingdom,1,60,1,397.97999999999996,2,1,2,5,At Risk,0,0.0
13354,743.53,14.579019607843136,51,2011-09-29 13:17:00,2011-09-29 13:17:00,1,United Kingdom,1,71,1,743.53,2,1,3,6,At Risk,0,0.0
13355,674.7,21.084375,32,2011-08-09 14:48:00,2011-08-09 14:48:00,1,United Kingdom,1,122,1,674.7,2,1,3,6,At Risk,0,0.0
13356,768.24,18.291428571428572,42,2011-09-20 14:33:00,2011-09-20 14:33:00,1,United Kingdom,1,80,1,768.24,2,1,3,6,At Risk,0,0.0
13357,609.4,6.847191011235955,89,2011-03-27 13:56:00,2011-03-27 13:56:00,1,United Kingdom,1,257,1,609.4,1,1,2,4,Cannot Lose,0,0.0
13358,439.03,15.138965517241378,29,2011-03-16 11:52:00,2011-03-16 11:52:00,1,United Kingdom,1,269,1,439.03,1,1,2,4,Cannot Lose,0,0.0
13359,439.56,19.11130434782609,23,2011-10-07 09:30:00,2011-10-07 09:30:00,1,United Kingdom,1,64,1,439.56,2,1,2,5,At Risk,0,0.0
13362,3090.7400000000002,18.618915662650604,166,2011-02-25 11:33:00,2011-11-30 14:41:00,4,United Kingdom,4,9,4,3090.7400000000002,4,3,4,11,Champians,278,69.5
13363,992.5,16.541666666666668,60,2011-10-27 10:46:00,2011-11-22 12:40:00,2,United Kingdom,2,18,2,992.5,4,2,3,9,Loyal Customers,26,13.0
13364,134.95999999999998,13.495999999999999,10,2011-09-29 18:13:00,2011-09-29 18:13:00,1,United Kingdom,1,71,1,134.95999999999998,2,1,1,4,Cannot Lose,0,0.0
13365,2225.37,17.385703125,128,2011-05-06 12:00:00,2011-11-06 12:36:00,2,United Kingdom,2,34,2,2225.37,3,2,4,9,Loyal Customers,184,92.0
13366,56.160000000000004,56.160000000000004,1,2011-10-20 13:37:00,2011-10-20 13:37:00,1,United Kingdom,1,50,1,56.160000000000004,3,1,1,5,At Risk,0,0.0
13368,623.4,21.49655172413793,29,2011-01-06 12:32:00,2011-03-28 09:59:00,2,United Kingdom,2,257,2,623.4,1,2,2,5,At Risk,80,40.0
13369,308.28000000000003,22.020000000000003,14,2010-12-09 11:30:00,2010-12-09 11:30:00,1,United Kingdom,1,366,1,308.28000000000003,1,1,2,4,Cannot Lose,0,0.0
13370,754.87,19.355641025641027,39,2010-12-03 10:26:00,2010-12-03 10:26:00,1,United Kingdom,1,372,1,754.87,1,1,3,5,At Risk,0,0.0
13372,378.64,16.46260869565217,23,2011-09-11 12:46:00,2011-09-11 12:46:00,1,United Kingdom,1,90,1,378.64,2,1,2,5,At Risk,0,0.0
13373,3312.25,20.963607594936708,158,2011-03-08 14:35:00,2011-10-10 10:51:00,3,United Kingdom,3,61,3,3312.25,2,3,4,9,Loyal Customers,215,71.66666666666667
13375,778.65,21.044594594594592,37,2011-09-12 10:19:00,2011-09-12 10:19:00,1,United Kingdom,1,89,1,778.65,2,1,3,6,At Risk,0,0.0
13376,1019.76,19.240754716981133,53,2011-04-19 13:03:00,2011-09-01 16:16:00,3,United Kingdom,3,99,3,1019.76,2,3,3,8,Potential Loyalists,135,45.0
13379,572.56,5.902680412371134,97,2011-07-26 12:26:00,2011-11-13 13:45:00,3,United Kingdom,3,26,3,572.56,3,3,2,8,Potential Loyalists,110,36.666666666666664
13381,3639.31,21.15877906976744,172,2011-02-14 10:10:00,2011-11-08 11:58:00,6,United Kingdom,6,32,6,3639.31,3,4,4,11,Champians,267,44.5
13382,222.99,14.866000000000001,15,2011-03-04 10:03:00,2011-03-04 10:03:00,1,United Kingdom,1,281,1,222.99,1,1,1,3,Cannot Lose,0,0.0
13384,4151.93,27.315328947368425,152,2011-06-14 12:47:00,2011-11-09 11:04:00,7,United Kingdom,7,31,7,4151.93,3,4,4,11,Champians,147,21.0
13385,534.57,15.273428571428573,35,2011-01-14 09:52:00,2011-01-14 09:52:00,1,United Kingdom,1,330,1,534.57,1,1,2,4,Cannot Lose,0,0.0
13388,677.1,19.345714285714287,35,2011-07-31 12:52:00,2011-07-31 12:52:00,1,United Kingdom,2,131,2,677.1,2,2,3,7,Potential Loyalists,0,0.0
13389,797.96,15.646274509803922,51,2011-04-21 12:12:00,2011-11-28 14:01:00,3,United Kingdom,3,11,3,797.96,4,3,3,10,Loyal Customers,221,73.66666666666667
13390,544.08,41.8523076923077,13,2011-09-26 08:38:00,2011-09-26 08:38:00,1,United Kingdom,1,75,1,544.08,2,1,2,5,At Risk,0,0.0
13391,59.8,59.8,1,2011-05-20 10:50:00,2011-05-20 10:50:00,1,United Kingdom,1,204,1,59.8,1,1,1,3,Cannot Lose,0,0.0
13394,2520.02,16.258193548387098,155,2011-02-03 10:39:00,2011-12-08 11:36:00,8,United Kingdom,8,2,8,2520.02,4,4,4,12,Champians,308,38.5
13395,307.72,14.653333333333334,21,2011-06-07 15:04:00,2011-06-07 15:04:00,1,United Kingdom,1,185,1,307.72,1,1,2,4,Cannot Lose,0,0.0
13396,1360.99,31.65093023255814,43,2011-01-24 13:37:00,2011-11-10 16:59:00,2,United Kingdom,2,29,2,1360.99,3,2,3,8,Potential Loyalists,290,145.0
13397,1544.13,40.635000000000005,38,2011-01-04 13:50:00,2011-09-28 10:56:00,5,United Kingdom,5,73,5,1544.13,2,4,3,9,Loyal Customers,266,53.2
13398,457.34,17.59,26,2011-05-31 13:17:00,2011-05-31 13:17:00,1,United Kingdom,1,192,1,457.34,1,1,2,4,Cannot Lose,0,0.0
13402,621.23,15.92897435897436,39,2010-12-02 17:12:00,2011-08-04 15:51:00,2,United Kingdom,2,127,2,621.23,2,2,2,6,At Risk,244,122.0
13403,75.0,25.0,3,2011-11-22 08:28:00,2011-11-22 08:28:00,1,United Kingdom,1,18,1,75.0,4,1,1,6,At Risk,0,0.0
13404,252.49,22.953636363636363,11,2011-05-11 11:57:00,2011-12-08 15:37:00,2,United Kingdom,2,1,2,252.49,4,2,1,7,Potential Loyalists,211,105.5
13405,572.451,21.201888888888888,27,2011-01-26 09:27:00,2011-09-26 17:01:00,3,United Kingdom,3,74,3,572.451,2,3,2,7,Potential Loyalists,243,81.0
13408,28117.04,58.82225941422595,478,2010-12-01 10:39:00,2011-12-08 09:05:00,58,United Kingdom,62,2,62,28117.04,4,4,4,12,Champians,371,5.983870967741935
13410,1003.06,35.82357142857143,28,2011-02-21 14:38:00,2011-11-15 15:33:00,5,United Kingdom,5,24,5,1003.06,3,4,3,10,Loyal Customers,267,53.4
13411,213.55,11.863888888888889,18,2011-08-24 13:57:00,2011-08-24 13:57:00,1,United Kingdom,1,107,1,213.55,2,1,1,4,Cannot Lose,0,0.0
13414,1390.5,57.9375,24,2011-02-16 12:13:00,2011-07-29 11:45:00,3,United Kingdom,3,134,3,1390.5,2,3,3,8,Potential Loyalists,162,54.0
13416,712.5,37.5,19,2011-09-19 14:43:00,2011-10-27 08:56:00,2,United Kingdom,2,44,2,712.5,3,2,3,8,Potential Loyalists,37,18.5
13417,640.83,22.886785714285715,28,2011-05-18 16:26:00,2011-12-05 08:49:00,2,United Kingdom,2,5,2,640.83,4,2,2,8,Potential Loyalists,200,100.0
13418,6127.43,20.156019736842108,304,2010-12-02 10:45:00,2011-11-28 10:23:00,18,United Kingdom,18,12,18,6127.43,4,4,4,12,Champians,360,20.0
13419,221.06,13.81625,16,2011-10-07 12:49:00,2011-10-07 12:49:00,1,United Kingdom,1,64,1,221.06,2,1,1,4,Cannot Lose,0,0.0
13420,159.85,19.98125,8,2011-06-22 11:35:00,2011-07-13 08:48:00,2,United Kingdom,2,150,2,159.85,1,2,1,4,Cannot Lose,20,10.0
13421,1833.71,17.977549019607842,102,2011-02-22 15:46:00,2011-10-30 14:21:00,2,United Kingdom,2,40,2,1833.71,3,2,4,9,Loyal Customers,249,124.5
13422,2626.3,20.67952755905512,127,2011-10-06 13:42:00,2011-10-06 13:42:00,1,United Kingdom,1,64,1,2626.3,2,1,4,7,Potential Loyalists,0,0.0
13425,1624.21,20.823205128205128,78,2011-02-18 08:34:00,2011-08-23 17:13:00,3,United Kingdom,3,108,3,1624.21,2,3,3,8,Potential Loyalists,186,62.0
13426,3641.32,23.193121019108283,157,2010-12-15 12:43:00,2011-12-09 08:59:00,10,United Kingdom,10,1,10,3641.32,4,4,4,12,Champians,358,35.8
13427,582.6,20.089655172413792,29,2011-05-08 15:58:00,2011-11-20 13:02:00,3,United Kingdom,3,19,3,582.6,3,3,2,8,Potential Loyalists,195,65.0
13428,201.78,2.8419718309859157,71,2011-11-29 14:20:00,2011-11-29 14:20:00,1,United Kingdom,1,10,1,201.78,4,1,1,6,At Risk,0,0.0
13429,1006.8,15.02686567164179,67,2011-09-25 15:59:00,2011-11-29 09:10:00,4,United Kingdom,4,11,4,1006.8,4,3,3,10,Loyal Customers,64,16.0
13430,679.45,13.866326530612247,49,2011-09-14 14:26:00,2011-11-21 08:19:00,2,United Kingdom,2,19,2,679.45,3,2,3,8,Potential Loyalists,67,33.5
13431,1269.1,27.589130434782607,46,2011-09-12 11:25:00,2011-10-03 13:49:00,2,United Kingdom,2,67,2,1269.1,2,2,3,7,Potential Loyalists,21,10.5
13434,534.24,53.424,10,2011-09-04 10:35:00,2011-09-26 14:30:00,2,United Kingdom,2,74,2,534.24,2,2,2,6,At Risk,22,11.0
13435,3809.8900000000003,37.72168316831684,101,2011-06-03 17:07:00,2011-12-04 14:45:00,7,United Kingdom,7,5,7,3809.8900000000003,4,4,4,12,Champians,183,26.142857142857142
13436,196.89,16.4075,12,2011-12-08 10:33:00,2011-12-08 10:33:00,1,United Kingdom,1,2,1,196.89,4,1,1,6,At Risk,0,0.0
13437,3408.06,20.40754491017964,167,2011-06-02 14:30:00,2011-11-25 14:00:00,7,United Kingdom,7,14,7,3408.06,4,4,4,12,Champians,175,25.0
13439,283.71,5.253888888888889,54,2011-03-29 14:20:00,2011-03-29 14:20:00,1,United Kingdom,1,255,1,283.71,1,1,1,3,Cannot Lose,0,0.0
13441,296.64,22.818461538461538,13,2011-09-09 09:38:00,2011-09-09 09:38:00,1,United Kingdom,1,92,1,296.64,2,1,1,4,Cannot Lose,0,0.0
13447,1129.14,19.137966101694918,59,2011-11-04 10:10:00,2011-11-16 13:38:00,3,United Kingdom,3,23,3,1129.14,3,3,3,9,Loyal Customers,12,4.0
13448,3534.69,18.22005154639175,194,2010-12-01 10:52:00,2011-11-23 12:33:00,6,United Kingdom,6,17,6,3534.69,4,4,4,12,Champians,357,59.5
13449,291.88,15.362105263157895,19,2011-11-16 08:28:00,2011-11-16 08:28:00,1,United Kingdom,1,24,1,291.88,3,1,1,5,At Risk,0,0.0
13450,2043.7199999999998,28.784788732394365,71,2011-05-05 19:48:00,2011-11-13 11:54:00,6,United Kingdom,6,27,6,2043.7199999999998,3,4,4,11,Champians,191,31.833333333333332
13451,2898.2599999999998,6.693441108545034,433,2011-01-09 15:35:00,2011-11-13 15:58:00,5,United Kingdom,5,26,5,2898.2599999999998,3,4,4,11,Champians,308,61.6
13452,590.0,295.0,2,2011-03-14 11:38:00,2011-03-25 14:19:00,2,United Kingdom,2,259,2,590.0,1,2,2,5,At Risk,11,5.5
13453,356.97999999999996,20.998823529411762,17,2011-02-23 09:44:00,2011-06-27 09:34:00,2,United Kingdom,2,166,2,356.97999999999996,1,2,2,5,At Risk,123,61.5
13455,1058.34,23.007391304347824,46,2010-12-08 13:11:00,2011-11-15 11:21:00,2,United Kingdom,2,25,2,1058.34,3,2,3,8,Potential Loyalists,341,170.5
13456,1766.72,28.043174603174602,63,2011-05-16 15:34:00,2011-11-22 09:18:00,6,United Kingdom,6,18,6,1766.72,4,4,4,12,Champians,189,31.5
13458,9646.57,25.252801047120418,382,2010-12-15 12:05:00,2011-12-02 15:29:00,14,United Kingdom,14,7,14,9646.57,4,4,4,12,Champians,352,25.142857142857142
13460,183.44,10.790588235294118,17,2011-10-21 09:50:00,2011-11-10 17:17:00,2,United Kingdom,2,29,2,183.44,3,2,1,6,At Risk,20,10.0
13461,1445.0,53.51851851851852,27,2011-06-29 10:23:00,2011-11-01 09:01:00,3,United Kingdom,3,39,3,1445.0,3,3,3,9,Loyal Customers,124,41.333333333333336
13462,151.5,16.833333333333332,9,2011-04-01 11:20:00,2011-04-01 11:20:00,1,United Kingdom,1,253,1,151.5,1,1,1,3,Cannot Lose,0,0.0
13464,674.68,16.45560975609756,41,2011-10-12 15:01:00,2011-10-12 15:01:00,1,United Kingdom,1,58,1,674.68,2,1,3,6,At Risk,0,0.0
13466,307.9,18.11176470588235,17,2011-06-08 16:39:00,2011-06-08 16:39:00,1,United Kingdom,1,184,1,307.9,1,1,2,4,Cannot Lose,0,0.0
13467,1071.91,10.937857142857144,98,2011-11-03 16:56:00,2011-11-29 10:01:00,2,United Kingdom,2,11,2,1071.91,4,2,3,9,Loyal Customers,25,12.5
13468,5704.97,18.89062913907285,302,2010-12-01 15:08:00,2011-12-08 10:39:00,37,United Kingdom,37,2,37,5704.97,4,4,4,12,Champians,371,10.027027027027026
13470,165.0,16.5,10,2011-08-16 17:06:00,2011-09-01 14:57:00,2,United Kingdom,2,99,2,165.0,2,2,1,5,At Risk,15,7.5
13471,2501.84,9.84976377952756,254,2011-10-23 13:10:00,2011-12-08 15:44:00,4,United Kingdom,4,1,4,2501.84,4,3,4,11,Champians,46,11.5
13473,422.64,20.125714285714285,21,2011-01-11 08:45:00,2011-10-10 11:20:00,2,United Kingdom,2,61,2,422.64,2,2,2,6,At Risk,272,136.0
13474,226.84,3.658709677419355,62,2011-04-17 13:53:00,2011-04-17 13:53:00,1,United Kingdom,1,236,1,226.84,1,1,1,3,Cannot Lose,0,0.0
13475,1431.78,16.648604651162792,86,2011-02-14 12:36:00,2011-06-01 13:52:00,4,United Kingdom,4,191,4,1431.78,1,3,3,7,Potential Loyalists,107,26.75
13476,1238.47,21.352931034482758,58,2011-03-03 14:43:00,2011-06-14 12:00:00,2,United Kingdom,2,179,2,1238.47,1,2,3,6,At Risk,102,51.0
13477,1454.58,18.41240506329114,79,2011-02-21 12:29:00,2011-11-02 12:04:00,6,United Kingdom,6,38,6,1454.58,3,4,3,10,Loyal Customers,253,42.166666666666664
13479,300.95,20.063333333333333,15,2011-04-19 11:27:00,2011-05-23 10:45:00,2,United Kingdom,2,201,2,300.95,1,2,1,4,Cannot Lose,33,16.5
13481,1804.56,16.55559633027523,109,2011-03-28 09:07:00,2011-10-25 09:07:00,5,United Kingdom,5,46,5,1804.56,3,4,4,11,Champians,211,42.2
13482,184.64,16.785454545454545,11,2011-04-21 17:03:00,2011-04-21 17:03:00,1,United Kingdom,1,232,1,184.64,1,1,1,3,Cannot Lose,0,0.0
13483,140.34,14.034,10,2011-10-05 11:53:00,2011-10-05 11:53:00,1,United Kingdom,1,66,1,140.34,2,1,1,4,Cannot Lose,0,0.0
13484,313.8,39.225,8,2011-04-12 16:30:00,2011-04-12 16:30:00,1,United Kingdom,1,241,1,313.8,1,1,2,4,Cannot Lose,0,0.0
13485,454.24,19.749565217391304,23,2011-04-20 13:58:00,2011-04-20 13:58:00,1,United Kingdom,1,233,1,454.24,1,1,2,4,Cannot Lose,0,0.0
13486,1122.41,16.2668115942029,69,2011-07-07 17:19:00,2011-09-22 13:13:00,3,United Kingdom,3,78,3,1122.41,2,3,3,8,Potential Loyalists,76,25.333333333333332
13487,575.4,16.923529411764704,34,2010-12-21 14:54:00,2011-10-13 12:07:00,3,United Kingdom,3,58,3,575.4,2,3,2,7,Potential Loyalists,295,98.33333333333333
13488,8968.31,21.25191943127962,422,2010-12-07 13:01:00,2011-11-22 14:41:00,13,United Kingdom,13,17,13,8968.31,4,4,4,12,Champians,350,26.923076923076923
13489,449.52,32.10857142857143,14,2011-02-18 10:42:00,2011-08-26 13:16:00,4,United Kingdom,4,105,4,449.52,2,3,2,7,Potential Loyalists,189,47.25
13491,1215.82,14.137441860465115,86,2010-12-02 14:30:00,2011-10-19 08:32:00,10,United Kingdom,10,52,10,1215.82,2,4,3,9,Loyal Customers,320,32.0
13492,1269.84,25.3968,50,2011-05-09 10:06:00,2011-07-26 14:25:00,3,Switzerland,3,136,3,1269.84,2,3,3,8,Potential Loyalists,78,26.0
13493,618.63,77.32875,8,2011-02-25 16:42:00,2011-03-09 15:35:00,2,Switzerland,2,275,2,618.63,1,2,2,5,At Risk,11,5.5
13494,316.26000000000005,17.570000000000004,18,2011-02-01 11:58:00,2011-02-01 11:58:00,1,United Kingdom,1,312,1,316.26000000000005,1,1,2,4,Cannot Lose,0,0.0
13495,2044.8700000000001,42.60145833333333,48,2010-12-06 15:14:00,2011-12-02 11:21:00,5,United Kingdom,5,8,5,2044.8700000000001,4,4,4,12,Champians,360,72.0
13496,653.33,18.66657142857143,35,2010-12-15 10:17:00,2011-11-29 10:58:00,2,United Kingdom,2,11,2,653.33,4,2,2,8,Potential Loyalists,349,174.5
13497,348.05,18.318421052631578,19,2010-12-06 11:37:00,2011-03-02 09:04:00,2,United Kingdom,2,283,2,348.05,1,2,2,5,At Risk,85,42.5
13499,1159.11,27.59785714285714,42,2011-03-15 08:52:00,2011-11-22 11:21:00,5,United Kingdom,5,18,5,1159.11,4,4,3,11,Champians,252,50.4
13500,1166.77,17.950307692307693,65,2011-08-09 12:20:00,2011-11-16 15:35:00,3,United Kingdom,3,23,3,1166.77,3,3,3,9,Loyal Customers,99,33.0
13501,1340.32,25.775384615384613,52,2011-02-24 18:59:00,2011-02-24 18:59:00,1,Switzerland,1,288,1,1340.32,1,1,3,5,At Risk,0,0.0
13502,292.0,16.22222222222222,18,2011-01-20 09:03:00,2011-11-23 10:39:00,3,United Kingdom,3,17,3,292.0,4,3,1,8,Potential Loyalists,307,102.33333333333333
13503,216.85,12.755882352941176,17,2011-09-29 13:23:00,2011-09-29 13:23:00,1,United Kingdom,1,71,1,216.85,2,1,1,4,Cannot Lose,0,0.0
13504,295.93,13.451363636363636,22,2011-10-06 13:20:00,2011-10-06 13:20:00,1,United Kingdom,1,64,1,295.93,2,1,1,4,Cannot Lose,0,0.0
13505,4393.63,20.435488372093022,215,2011-04-21 12:07:00,2011-09-28 11:56:00,4,Switzerland,4,73,4,4393.63,2,3,4,9,Loyal Customers,159,39.75
13506,458.52,17.635384615384616,26,2010-12-05 12:15:00,2011-01-27 13:53:00,2,United Kingdom,2,316,2,458.52,1,2,2,5,At Risk,53,26.5
13507,2479.16,15.303456790123455,162,2011-07-17 11:50:00,2011-12-06 13:13:00,4,United Kingdom,4,3,4,2479.16,4,3,4,11,Champians,142,35.5
13508,110.97,9.2475,12,2011-04-10 11:58:00,2011-04-10 11:58:00,1,United Kingdom,1,244,1,110.97,1,1,1,3,Cannot Lose,0,0.0
13509,979.72,22.266363636363636,44,2011-02-28 13:27:00,2011-12-01 10:10:00,7,United Kingdom,7,9,7,979.72,4,4,3,11,Champians,275,39.285714285714285
13510,1791.56,15.578782608695652,115,2011-06-09 09:32:00,2011-12-08 13:46:00,4,United Kingdom,4,1,4,1791.56,4,3,4,11,Champians,182,45.5
13512,251.21,16.747333333333334,15,2011-03-24 10:03:00,2011-03-24 10:03:00,1,United Kingdom,1,261,1,251.21,1,1,1,3,Cannot Lose,0,0.0
13513,205.1,20.509999999999998,10,2011-08-05 11:50:00,2011-08-05 11:50:00,1,United Kingdom,1,127,1,205.1,2,1,1,4,Cannot Lose,0,0.0
13514,152.20000000000002,38.050000000000004,4,2011-09-27 09:39:00,2011-09-27 09:39:00,1,United Kingdom,1,74,1,152.20000000000002,2,1,1,4,Cannot Lose,0,0.0
13515,891.12,15.103728813559322,59,2011-04-06 10:33:00,2011-09-28 11:26:00,4,United Kingdom,4,73,4,891.12,2,3,3,8,Potential Loyalists,175,43.75
13516,1389.41,31.5775,44,2011-04-15 11:06:00,2011-11-18 13:15:00,3,United Kingdom,3,21,3,1389.41,3,3,3,9,Loyal Customers,217,72.33333333333333
13517,2128.42,15.09517730496454,141,2011-06-13 08:44:00,2011-10-11 11:43:00,3,United Kingdom,3,60,3,2128.42,2,3,4,9,Loyal Customers,120,40.0
13518,627.16,17.42111111111111,36,2011-09-15 10:29:00,2011-09-15 10:29:00,1,United Kingdom,1,86,1,627.16,2,1,2,5,At Risk,0,0.0
13519,122.75,15.34375,8,2011-09-22 18:24:00,2011-09-22 18:24:00,1,United Kingdom,1,78,1,122.75,2,1,1,4,Cannot Lose,0,0.0
13520,3624.35,38.97150537634408,93,2010-12-03 10:36:00,2011-10-12 10:20:00,6,Switzerland,6,59,6,3624.35,2,4,4,10,Loyal Customers,312,52.0
13521,1071.73,2.5639473684210525,418,2011-11-29 15:09:00,2011-12-08 13:50:00,3,United Kingdom,3,1,3,1071.73,4,3,3,10,Loyal Customers,8,2.6666666666666665
13522,125.80000000000001,25.160000000000004,5,2011-11-09 15:11:00,2011-11-09 15:11:00,1,United Kingdom,1,30,1,125.80000000000001,3,1,1,5,At Risk,0,0.0
13523,3964.88,23.051627906976744,172,2010-12-08 14:22:00,2011-11-06 15:11:00,5,United Kingdom,5,33,5,3964.88,3,4,4,11,Champians,333,66.6
13524,680.1800000000001,25.191851851851855,27,2011-05-04 12:26:00,2011-10-30 12:34:00,5,United Kingdom,5,41,5,680.1800000000001,3,4,3,10,Loyal Customers,179,35.8
13525,628.78,104.79666666666667,6,2011-04-05 15:36:00,2011-11-25 12:01:00,2,United Kingdom,2,15,2,628.78,4,2,2,8,Potential Loyalists,233,116.5
13527,2242.36,10.333456221198157,217,2011-01-17 11:17:00,2011-11-06 12:04:00,7,United Kingdom,7,34,7,2242.36,3,4,4,11,Champians,293,41.857142857142854
13529,307.76,20.517333333333333,15,2011-05-19 11:50:00,2011-09-22 09:15:00,2,United Kingdom,2,79,2,307.76,2,2,2,6,At Risk,125,62.5
13531,483.8,21.990909090909092,22,2010-12-08 15:03:00,2011-05-18 16:56:00,2,United Kingdom,2,205,2,483.8,1,2,2,5,At Risk,161,80.5
13532,210.31,3.1865151515151515,66,2011-11-06 12:25:00,2011-11-06 12:25:00,1,United Kingdom,1,34,1,210.31,3,1,1,5,At Risk,0,0.0
13533,269.09,3.5878666666666663,75,2011-03-17 12:47:00,2011-06-10 11:54:00,3,United Kingdom,3,183,3,269.09,1,3,1,5,At Risk,84,28.0
13534,5870.08,19.83135135135135,296,2010-12-16 15:23:00,2011-12-07 14:52:00,22,United Kingdom,25,2,25,5870.08,4,4,4,12,Champians,355,14.2
13536,3444.39,19.35050561797753,178,2011-09-25 13:30:00,2011-12-08 16:38:00,7,United Kingdom,7,1,7,3444.39,4,4,4,12,Champians,74,10.571428571428571
13538,1280.85,51.233999999999995,25,2011-01-28 10:40:00,2011-10-27 16:34:00,7,United Kingdom,7,43,7,1280.85,3,4,3,10,Loyal Customers,272,38.857142857142854
13539,631.34,17.063243243243242,37,2011-02-03 15:23:00,2011-09-15 10:18:00,3,United Kingdom,3,86,3,631.34,2,3,2,7,Potential Loyalists,223,74.33333333333333
13544,276.06,3.539230769230769,78,2011-04-13 12:09:00,2011-10-31 11:57:00,2,United Kingdom,2,40,2,276.06,3,2,1,6,At Risk,200,100.0
